"","cmplnt_fr_dt","ofns_desc","prem_typ_desc","year","latitude","longitude","month","day","fips","city"
"3076",2015-01-01,"burglary","home of victim - other dwelling",2015,35.95077958,-79.07861926,1,1,37135010702,"chapel hill"
"3077",2012-05-06,"burglary","other residence - single family dwelling",2012,35.90576792,-79.06800478,5,6,37135010702,"chapel hill"
"3078",2010-08-25,"burglary","other residence - other dwelling",2010,35.94264152,-79.00964937,8,25,37135012100,"chapel hill"
"3079",2014-11-18,"theft(including auto)","financial institution",2014,35.93369044,-79.02854636,11,18,37135012100,"chapel hill"
"3080",2014-10-04,"theft(including auto)","church/synagogue/temple",2014,35.90455513,-79.03203132,10,4,37135011500,"chapel hill"
"3081",2012-03-01,"theft(including auto)","convenience store",2012,35.91316473,-79.05525024,3,1,37135011600,"chapel hill"
"3082",2013-09-10,"theft(including auto)","home of victim - single family",2013,35.95276843,-79.00956228,9,10,37135011201,"chapel hill"
"3083",2013-09-07,"theft(including auto)","home of victim - single family",2013,35.9155612,-79.05896904,9,7,37135011300,"chapel hill"
"3084",2015-03-14,"burglary","highway/road/street  etc.",2015,35.91591799,-79.05464931,3,14,37135011400,"chapel hill"
"3085",2012-11-14,"theft(including auto)","government/public building",2012,35.95097618,-79.06607588,11,14,37135011800,"chapel hill"
"3086",2010-01-28,"theft(including auto)","convenience store",2010,35.91194287,-79.06079099,1,28,37135011700,"chapel hill"
"3087",2010-01-24,"burglary","home of victim - single family",2010,35.94776172,-79.04767049,1,24,37135011900,"chapel hill"
"3088",2010-01-16,"theft(including auto)","bar/nightclub/lounge",2010,35.9142076,-79.05395116,1,16,37135011400,"chapel hill"
"3089",2010-03-04,"burglary","commercial/office building",2010,35.95387703,-79.00456207,3,4,37135011201,"chapel hill"
"3090",2015-11-20,"burglary","home of victim - other dwelling",2015,35.94840445,-79.06217401,11,20,37135011800,"chapel hill"
"3091",2010-02-22,"theft(including auto)","home of victim - single family",2010,35.89584081,-79.05375734,2,22,37135011700,"chapel hill"
"3092",2011-12-27,"burglary","home of victim - single family",2011,35.95692687,-79.06103481,12,27,37135011201,"chapel hill"
"3093",2013-11-01,"burglary","home of victim - single family",2013,35.94406187,-79.05689986,11,1,37135011900,"chapel hill"
"3094",2016-12-29,"theft(including auto)","other retail establishment",2016,35.91331983,-79.05465297,12,29,37135011600,"chapel hill"
"3095",2016-05-20,"theft(including auto)","medical facility",2016,35.96712966,-79.05764291,5,20,37135011201,"chapel hill"
"3096",2016-11-18,"burglary","parking lot/area",2016,35.93294219,-79.02581488,11,18,37135012100,"chapel hill"
"3097",2015-06-02,"theft(including auto)","grocery/supermarket",2015,35.93693797,-79.02209265,6,2,37135012100,"chapel hill"
"3098",2015-05-22,"burglary","parking lot/area",2015,35.93740793,-79.05434703,5,22,37135011900,"chapel hill"
"3099",2011-11-26,"theft(including auto)","restaurant",2011,35.93537443,-79.02639606,11,26,37135012100,"chapel hill"
"3100",2014-07-28,"theft(including auto)","bar/nightclub/lounge",2014,35.91318866,-79.054895,7,28,37135011600,"chapel hill"
"3101",2016-11-28,"theft(including auto)","parking lot/area",2016,35.91208435,-79.06006619,11,28,37135011700,"chapel hill"
"3102",2016-04-24,"burglary","parking lot/area",2016,35.92057928,-79.05900477,4,24,37135011300,"chapel hill"
"3103",2017-03-01,"burglary","parking lot/area",2017,35.90374946,-79.06608491,3,1,37135010702,"chapel hill"
"3104",2010-05-23,"burglary","church/synagogue/temple",2010,35.93119431,-78.99986267,5,23,37063002018,"durham"
"3105",2010-05-24,"theft(including auto)","other retail establishment",2010,35.92785452,-79.0297071,5,24,37135012100,"chapel hill"
"3106",2011-04-01,"theft(including auto)","home of victim - other dwelling",2011,35.94596167,-79.05379007,4,1,37135011900,"chapel hill"
"3107",2012-10-23,"burglary","home of victim - single family",2012,35.9521128,-79.02597454,10,23,37135011900,"chapel hill"
"3108",2016-12-24,"burglary","home of victim - single family",2016,35.92813667,-79.02221988,12,24,37135012100,"chapel hill"
"3109",2016-12-10,"theft(including auto)","all other",2016,35.95591302,-79.06488781,12,10,37135011201,"chapel hill"
"3110",2014-12-13,"theft(including auto)","highway/road/street  etc.",2014,35.95263228,-79.04466035,12,13,37135011900,"chapel hill"
"3111",2010-09-14,"burglary","home of victim - single family",2010,35.94398532,-79.02829066,9,14,37135011900,"chapel hill"
"3112",2014-09-30,"robbery","commercial/office building",2014,35.95180669,-79.00574813,9,30,37135011201,"chapel hill"
"3113",2016-12-22,"theft(including auto)","bar/nightclub/lounge",2016,35.91398281,-79.05420839,12,22,37135011400,"chapel hill"
"3114",2010-08-28,"theft(including auto)","parking lot/area",2010,35.93474596,-79.02809665,8,28,37135012100,"chapel hill"
"3115",2012-01-21,"burglary","home of offender - single fami",2012,35.92167787,-79.0587745,1,21,37135011300,"chapel hill"
"3116",2011-08-01,"burglary","home of victim - single family",2011,35.88891809,-79.06445128,8,1,37135012200,"chapel hill"
"3117",2013-04-03,"theft(including auto)","other non-residential building",2013,35.91381703,-79.05469936,4,3,37135011400,"chapel hill"
"3118",2016-11-25,"theft(including auto)","home of victim - other dwelling",2016,35.9084757,-79.0534215,11,25,37135011600,"chapel hill"
"3119",2013-09-15,"theft(including auto)","construction site",2013,35.94559744,-79.05867379,9,15,37135011800,"chapel hill"
"3120",2014-08-28,"burglary","parking lot/area",2014,35.91152703,-79.05369736,8,28,37135011600,"chapel hill"
"3121",2017-01-28,"burglary","parking lot/area",2017,35.94084728,-79.07867817,1,28,37135010702,"chapel hill"
"3122",2010-03-06,"theft(including auto)","parking lot/area",2010,35.93470319,-79.05478269,3,6,37135011400,"chapel hill"
"3123",2014-01-28,"theft(including auto)","medical facility",2014,35.93372275,-79.02950201,1,28,37135012100,"chapel hill"
"3124",2015-05-27,"burglary","parking lot/area",2015,35.88003002,-79.08233857,5,27,37135012200,"chapel hill"
"3125",2012-04-21,"theft(including auto)","parking lot/area",2012,35.94427014,-79.01551826,4,21,37135011201,"chapel hill"
"3126",2015-06-08,"burglary","parking lot/area",2015,35.94487221,-79.04854256,6,8,37135011900,"chapel hill"
"3127",2013-06-13,"theft(including auto)","home of victim - other dwelling",2013,35.90729746,-79.0577274,6,13,37135011700,"chapel hill"
"3128",2011-08-17,"burglary","home of victim - single family",2011,35.93752843,-79.00610455,8,17,37135012100,"chapel hill"
"3129",2011-08-16,"theft(including auto)","parking lot/area",2011,35.92919368,-79.0564221,8,16,37135011800,"chapel hill"
"3130",2015-05-25,"theft(including auto)","home of victim - other dwelling",2015,35.91548361,-79.0597892,5,25,37135011300,"chapel hill"
"3131",2011-01-18,"burglary","enclosed parking/deck",2011,35.94125513,-79.01736105,1,18,37135012100,"chapel hill"
"3132",2014-11-07,"burglary","residential outbuilding/storage",2014,35.93233923,-79.02007479,11,7,37135012100,"chapel hill"
"3133",2014-08-17,"theft(including auto)","highway/road/street  etc.",2014,35.91707461,-79.05890916,8,17,37135011300,"chapel hill"
"3134",2011-07-31,"burglary","home of victim - single family",2011,35.91564248,-79.06055449,7,31,37135011300,"chapel hill"
"3135",2011-05-24,"theft(including auto)","restaurant",2011,35.91116636,-79.06058215,5,24,37135011700,"chapel hill"
"3136",2014-11-19,"theft(including auto)","convenience store",2014,35.94753108,-79.05950697,11,19,37135011800,"chapel hill"
"3137",2015-07-19,"burglary","home of victim - single family",2015,35.96164048,-79.06360463,7,19,37135011201,"chapel hill"
"3138",2014-02-21,"burglary","home of victim - other dwelling",2014,35.91434203,-79.05913722,2,21,37135011300,"chapel hill"
"3139",2015-10-19,"theft(including auto)","other residence - single family dwelling",2015,35.90868191,-79.00649681,10,19,37063002018,"chapel hill"
"3140",2015-06-28,"burglary","home of victim - other dwelling",2015,35.94756599,-79.06166433,6,28,37135011800,"chapel hill"
"3141",2010-07-06,"burglary","parking lot/area",2010,35.91759773,-79.05881598,7,6,37135011300,"chapel hill"
"3142",2012-05-14,"theft(including auto)","convenience store",2012,35.94773305,-79.05923841,5,14,37135011800,"chapel hill"
"3143",2011-10-06,"burglary","parking lot/area",2011,35.94494651,-79.05517121,10,6,37135011900,"chapel hill"
"3144",2011-09-18,"burglary","home of victim - other dwelling",2011,35.92024612,-79.06116486,9,18,37135011300,"chapel hill"
"3145",2014-09-20,"theft(including auto)","parking lot/area",2014,35.9070779,-79.05997016,9,20,37135011700,"chapel hill"
"3146",2015-01-30,"burglary","home of victim - single family",2015,35.91608761,-79.06007987,1,30,37135011300,"chapel hill"
"3147",2014-08-18,"burglary","behind building/alley",2014,35.88479981,-79.07412241,8,18,37135012200,"chapel hill"
"3148",2016-01-05,"burglary","home of victim - other dwelling",2016,35.96084036,-79.05605735,1,5,37135011900,"chapel hill"
"3149",2013-08-07,"theft(including auto)","medical facility",2013,35.93372275,-79.02950201,8,7,37135012100,"chapel hill"
"3150",2015-12-20,"theft(including auto)","parking lot/area",2015,35.93866752,-79.04576287,12,20,37135011900,"chapel hill"
"3151",2014-06-21,"theft(including auto)","pharmacy",2014,35.91425874,-79.05482185,6,21,37135011400,"chapel hill"
"3152",2015-08-10,"theft(including auto)","behind building/alley",2015,35.91380882,-79.05485618,8,10,37135011400,"chapel hill"
"3153",2014-05-13,"theft(including auto)","bar/nightclub/lounge",2014,35.91462735,-79.05287687,5,13,37135011400,"chapel hill"
"3154",2014-08-07,"burglary","home of victim - single family",2014,35.95652238,-79.02449924,8,7,37135011900,"chapel hill"
"3155",2014-08-01,"theft(including auto)","other retail establishment",2014,35.90478608,-79.01006736,8,1,37135012100,"chapel hill"
"3156",2014-05-16,"burglary","home of victim - other dwelling",2014,35.93782717,-79.00878477,5,16,37135012100,"chapel hill"
"3157",2012-09-12,"theft(including auto)","school/college",2012,35.96062746,-79.02856645,9,12,37135011201,"chapel hill"
"3158",2011-12-16,"theft(including auto)","school/college",2011,35.87887488,-79.06842213,12,16,37135012200,"chapel hill"
"3159",2012-06-29,"burglary","home of victim - single family",2012,35.96263506,-79.05633769,6,29,37135011900,"chapel hill"
"3160",2015-02-23,"theft(including auto)","medical facility",2015,35.9081608,-79.00986756,2,23,37135012100,"chapel hill"
"3161",2015-03-31,"robbery","convenience store",2015,35.92976585,-79.03456451,3,31,37135011900,"chapel hill"
"3162",2014-06-23,"burglary","other retail establishment",2014,35.92785452,-79.0297071,6,23,37135012100,"chapel hill"
"3163",2012-02-04,"theft(including auto)","bar/nightclub/lounge",2012,35.91318866,-79.054895,2,4,37135011600,"chapel hill"
"3164",2010-02-01,"theft(including auto)","school/college",2010,35.94652745,-79.08056977,2,1,37135010702,"chapel hill"
"3165",2011-11-15,"theft(including auto)","school/college",2011,35.90345817,-79.06776355,11,15,37135010702,"chapel hill"
"3166",2013-01-10,"burglary","parking lot/area",2013,35.88760077,-79.06365495,1,10,37135012200,"chapel hill"
"3167",2012-10-07,"burglary","home of victim - single family",2012,35.91358021,-79.06107651,10,7,37135011300,"chapel hill"
"3168",2012-01-19,"burglary","parking lot/area",2012,35.93187667,-79.06883007,1,19,37135011800,"chapel hill"
"3169",2013-11-17,"theft(including auto)","construction site",2013,35.91258009,-79.06106416,11,17,37135011300,"chapel hill"
"3170",2016-02-26,"aggravated assault","unknown",2016,35.9251442,-79.05420685,2,26,37135011300,"chapel hill"
"3171",2013-12-18,"burglary","home of victim - other dwelling",2013,35.92010285,-79.03917216,12,18,37135011400,"chapel hill"
"3172",2014-08-24,"burglary","home of victim - single family",2014,35.89027135,-79.05747966,8,24,37135012200,"chapel hill"
"3173",2014-06-20,"aggravated assault","other residence - single family dwelling",2014,35.92024612,-79.06116486,6,20,37135011300,"chapel hill"
"3174",2013-03-22,"theft(including auto)","home of victim - other dwelling",2013,35.91895409,-79.05856382,3,22,37135011300,"chapel hill"
"3175",2013-02-20,"theft(including auto)","school/college",2013,35.96062746,-79.02856645,2,20,37135011201,"chapel hill"
"3176",2014-04-26,"theft(including auto)","other retail establishment",2014,35.92785452,-79.0297071,4,26,37135012100,"chapel hill"
"3177",2014-11-29,"theft(including auto)","bar/nightclub/lounge",2014,35.91318866,-79.054895,11,29,37135011600,"chapel hill"
"3178",2014-07-17,"robbery","home of victim - other dwelling",2014,35.9245563,-79.0666124,7,17,37135011800,"chapel hill"
"3179",2014-07-01,"theft(including auto)","highway/road/street  etc.",2014,35.96678199,-79.02829362,7,1,37135011201,"chapel hill"
"3180",2016-02-10,"theft(including auto)","home of victim - other dwelling",2016,35.94489881,-79.01608,2,10,37135011201,"chapel hill"
"3181",2012-11-10,"burglary","unknown",2012,35.89891512,-79.0105418,11,10,37135012200,"chapel hill"
"3182",2012-11-10,"theft(including auto)","grocery/supermarket",2012,35.92785452,-79.0297071,11,10,37135012100,"chapel hill"
"3183",2015-03-15,"burglary","highway/road/street  etc.",2015,35.92178577,-79.05835044,3,15,37135011300,"chapel hill"
"3184",2012-02-08,"burglary","parking lot/area",2012,35.93157825,-79.02500655,2,8,37135012100,"chapel hill"
"3185",2012-02-03,"theft(including auto)","other residence - other dwelling",2012,35.91087404,-79.05495835,2,3,37135011700,"chapel hill"
"3186",2012-01-26,"burglary","home of victim - single family",2012,35.92710973,-79.06474909,1,26,37135011800,"chapel hill"
"3187",2012-01-27,"theft(including auto)","restaurant",2012,35.91425874,-79.05482185,1,27,37135011400,"chapel hill"
"3188",2016-10-29,"burglary","home of victim - other dwelling",2016,35.92216835,-79.06484724,10,29,37135011800,"chapel hill"
"3189",2015-12-28,"theft(including auto)","parking lot/area",2015,35.92349561,-79.05336321,12,28,37135011400,"chapel hill"
"3190",2010-01-21,"theft(including auto)","school/college",2010,35.96062746,-79.02856645,1,21,37135011201,"chapel hill"
"3191",2013-07-29,"theft(including auto)","home of victim - other dwelling",2013,35.9548308,-79.05994719,7,29,37135011201,"chapel hill"
"3192",2013-04-25,"theft(including auto)","home of victim - other dwelling",2013,35.89853625,-79.07102134,4,25,37135012200,"chapel hill"
"3193",2017-02-07,"burglary","home of victim - single family",2017,35.94273945,-79.00837359,2,7,37135012100,"chapel hill"
"3194",2013-04-17,"theft(including auto)","government/public building",2013,35.91295534,-79.06388993,4,17,37135011300,"chapel hill"
"3195",2014-03-05,"burglary","home of victim - single family",2014,35.92858798,-79.07194284,3,5,37135011800,"chapel hill"
"3196",2016-10-16,"burglary","home of victim - single family",2016,35.95231949,-79.02253367,10,16,37135011900,"chapel hill"
"3197",2013-07-11,"burglary","parking lot/area",2013,35.91212848,-79.06297741,7,11,37135011300,"chapel hill"
"3198",2016-09-29,"theft(including auto)","parking lot/area",2016,35.92901669,-79.03246405,9,29,37135012100,"chapel hill"
"3199",2013-02-07,"theft(including auto)","home of victim - other dwelling",2013,35.92628593,-79.03178581,2,7,37135011500,"chapel hill"
"3200",2014-08-14,"burglary","home of victim - other dwelling",2014,35.90478911,-79.05590231,8,14,37135011700,"chapel hill"
"3201",2013-03-14,"theft(including auto)","home of victim - single family",2013,35.91545095,-79.05579341,3,14,37135011400,"chapel hill"
"3202",2011-10-26,"theft(including auto)","other retail establishment",2011,35.93587628,-79.02684576,10,26,37135012100,"chapel hill"
"3203",2013-03-07,"burglary","home of victim - other dwelling",2013,35.90654301,-79.05994656,3,7,37135011700,"chapel hill"
"3204",2015-08-09,"theft(including auto)","school/college",2015,35.94652745,-79.08056977,8,9,37135010702,"chapel hill"
"3205",2015-07-29,"theft(including auto)","other retail establishment",2015,35.93537443,-79.02639606,7,29,37135012100,"chapel hill"
"3206",2013-04-07,"burglary","parking lot/area",2013,35.94973585,-79.01788482,4,7,37135011201,"chapel hill"
"3207",2011-04-19,"burglary","home of victim - single family",2011,35.95044391,-79.02580297,4,19,37135011900,"chapel hill"
"3208",2011-12-23,"theft(including auto)","grocery/supermarket",2011,35.93474596,-79.02809665,12,23,37135012100,"chapel hill"
"3209",2011-12-07,"theft(including auto)","open land areas",2011,35.91454851,-79.0532609,12,7,37135011400,"chapel hill"
"3210",2014-10-25,"theft(including auto)","behind building/alley",2014,35.92628593,-79.03178581,10,25,37135011500,"chapel hill"
"3211",2013-05-29,"theft(including auto)","bar/nightclub/lounge",2013,35.91318866,-79.054895,5,29,37135011600,"chapel hill"
"3212",2014-03-25,"burglary","home of victim - single family",2014,35.93674614,-79.00114529,3,25,37063002018,"chapel hill"
"3213",2012-12-08,"burglary","home of victim - single family",2012,35.93942727,-79.02849526,12,8,37135011900,"chapel hill"
"3214",2011-10-20,"burglary","home of victim - single family",2011,35.95040782,-79.02029987,10,20,37135011900,"chapel hill"
"3215",2011-05-16,"burglary","highway/road/street  etc.",2011,35.92664803,-79.01433081,5,16,37135012100,"chapel hill"
"3216",2010-03-23,"burglary","parking lot/area",2010,35.92079513,-79.05566439,3,23,37135011400,"chapel hill"
"3217",2011-11-18,"burglary","other residence - other dwelling",2011,35.94630813,-79.06193184,11,18,37135011800,"chapel hill"
"3218",2013-03-14,"theft(including auto)","grocery/supermarket",2013,35.93474596,-79.02809665,3,14,37135012100,"chapel hill"
"3219",2013-03-11,"theft(including auto)","grocery/supermarket",2013,35.96218656,-79.05479277,3,11,37135011900,"chapel hill"
"3220",2016-04-25,"burglary","home of victim - single family",2016,35.94062933,-79.01491679,4,25,37135012100,"chapel hill"
"3221",2013-10-10,"theft(including auto)","other retail establishment",2013,35.91331983,-79.05465297,10,10,37135011600,"chapel hill"
"3222",2011-02-10,"burglary","parking lot/area",2011,35.94882464,-79.01710204,2,10,37135011201,"chapel hill"
"3223",2010-10-28,"burglary","home of victim - other dwelling",2010,35.9245563,-79.0666124,10,28,37135011800,"chapel hill"
"3224",2011-02-07,"burglary","home of victim - other dwelling",2011,35.9166119,-79.05956946,2,7,37135011300,"chapel hill"
"3225",2011-09-12,"burglary","other retail establishment",2011,35.9102722,-79.06469614,9,12,37135011700,"chapel hill"
"3226",2012-01-18,"theft(including auto)","home of victim - single family",2012,35.91729648,-79.06657768,1,18,37135011300,"chapel hill"
"3227",2011-08-20,"burglary","home of victim - single family",2011,35.93310755,-79.00821255,8,20,37135012100,"chapel hill"
"3228",2013-09-14,"burglary","other residence - other dwelling",2013,35.9213859,-79.05500236,9,14,37135011400,"chapel hill"
"3229",2013-12-30,"theft(including auto)","home of victim - other dwelling",2013,35.93978192,-79.00977747,12,30,37135012100,"chapel hill"
"3230",2010-02-25,"burglary","home of victim - single family",2010,35.90966409,-79.05804182,2,25,37135011700,"chapel hill"
"3231",2016-01-11,"burglary","highway/road/street  etc.",2016,35.94631958,-79.0582962,1,11,37135011900,"chapel hill"
"3232",2010-02-03,"theft(including auto)","other retail establishment",2010,35.93271744,-79.02602869,2,3,37135012100,"chapel hill"
"3233",2015-12-05,"theft(including auto)","behind building/alley",2015,35.95155351,-79.00980271,12,5,37135011201,"chapel hill"
"3234",2014-11-24,"burglary","home of victim - single family",2014,35.9051299,-79.05709746,11,24,37135011700,"chapel hill"
"3235",2015-11-20,"theft(including auto)","construction site",2015,35.96713638,-79.05715179,11,20,37135011201,"chapel hill"
"3236",2014-08-12,"theft(including auto)","other retail establishment",2014,35.92785452,-79.0297071,8,12,37135012100,"chapel hill"
"3237",2016-04-23,"burglary","home of victim - single family",2016,35.95912552,-79.05742645,4,23,37135011201,"chapel hill"
"3238",2011-07-01,"theft(including auto)","other retail establishment",2011,35.88107165,-79.06659031,7,1,37135012200,"chapel hill"
"3239",2010-11-12,"burglary","parking lot/area",2010,35.91049005,-79.06234405,11,12,37135011700,"chapel hill"
"3240",2013-06-03,"burglary","home of victim - other dwelling",2013,35.92524681,-79.03208151,6,3,37135011500,"chapel hill"
"3241",2016-04-12,"theft(including auto)","parking lot/area",2016,35.91193119,-79.0607145,4,12,37135011700,"chapel hill"
"3242",2011-09-16,"theft(including auto)","highway/road/street  etc.",2011,35.91636787,-79.0510039,9,16,37135011400,"chapel hill"
"3243",2010-05-30,"burglary","parking lot/area",2010,35.94694134,-79.02658483,5,30,37135011900,"chapel hill"
"3244",2011-08-06,"burglary","home of victim - single family",2011,35.92133151,-79.05758604,8,6,37135011300,"chapel hill"
"3245",2011-08-17,"theft(including auto)","service/gas station",2011,35.92976585,-79.03456451,8,17,37135011900,"chapel hill"
"3246",2010-04-28,"theft(including auto)","home of victim - other dwelling",2010,35.89515488,-79.05388689,4,28,37135011700,"chapel hill"
"3247",2014-05-19,"theft(including auto)","highway/road/street  etc.",2014,35.91331368,-79.05346274,5,19,37135011600,"chapel hill"
"3248",2011-07-29,"burglary","home of victim - single family",2011,35.91931584,-79.05821412,7,29,37135011300,"chapel hill"
"3249",2011-09-26,"burglary","commercial/office building",2011,35.9507176,-79.06216213,9,26,37135011800,"chapel hill"
"3250",2010-07-07,"burglary","other residence - single family dwelling",2010,35.90774483,-79.02110438,7,7,37135012100,"chapel hill"
"3251",2011-01-01,"theft(including auto)","bar/nightclub/lounge",2011,35.92785452,-79.0297071,1,1,37135012100,"chapel hill"
"3252",2011-08-16,"burglary","home of victim - other dwelling",2011,35.92254619,-79.05304438,8,16,37135011400,"chapel hill"
"3253",2010-07-05,"theft(including auto)","service/gas station",2010,35.94773305,-79.05923841,7,5,37135011800,"chapel hill"
"3254",2010-04-15,"theft(including auto)","grocery/supermarket",2010,35.93693797,-79.02209265,4,15,37135012100,"chapel hill"
"3255",2013-03-02,"burglary","other residence - single family dwelling",2013,35.93588339,-79.03651351,3,2,37135011900,"chapel hill"
"3256",2010-04-10,"theft(including auto)","home of victim - other dwelling",2010,35.92628593,-79.03178581,4,10,37135011500,"chapel hill"
"3257",2011-05-16,"theft(including auto)","parking lot/area",2011,35.94209101,-79.07729764,5,16,37135010702,"chapel hill"
"3258",2010-10-10,"theft(including auto)","home of victim - other dwelling",2010,35.96084036,-79.05605735,10,10,37135011900,"chapel hill"
"3259",2011-04-03,"burglary","parking lot/area",2011,35.94484397,-79.01782702,4,3,37135011201,"chapel hill"
"3260",2016-11-11,"burglary","home of victim - other dwelling",2016,35.9163352,-79.05940462,11,11,37135011300,"chapel hill"
"3261",2011-05-13,"theft(including auto)","commercial/office building",2011,35.92785452,-79.0297071,5,13,37135012100,"chapel hill"
"3262",2015-11-10,"theft(including auto)","service/gas station",2015,35.92538765,-79.05353787,11,10,37135011400,"chapel hill"
"3263",2012-11-20,"theft(including auto)","home of victim - single family",2012,35.94057219,-79.05596734,11,20,37135011900,"chapel hill"
"3264",2011-11-13,"theft(including auto)","grocery/supermarket",2011,35.93474596,-79.02809665,11,13,37135012100,"chapel hill"
"3265",2011-06-01,"burglary","home of victim - other dwelling",2011,35.91875309,-79.06250075,6,1,37135011300,"chapel hill"
"3266",2016-03-17,"theft(including auto)","other residence - other dwelling",2016,35.94406187,-79.05689986,3,17,37135011900,"chapel hill"
"3267",2014-04-13,"burglary","home of victim - single family",2014,35.93830792,-79.00291211,4,13,37063002018,"chapel hill"
"3268",2013-04-28,"burglary","home of victim - other dwelling",2013,35.9433574,-79.00666532,4,28,37135012100,"chapel hill"
"3269",2010-07-20,"burglary","home of victim - other dwelling",2010,35.94493994,-79.05526458,7,20,37135011900,"chapel hill"
"3270",2010-07-13,"aggravated assault","highway/road/street  etc.",2010,35.91030634,-79.06384104,7,13,37135011700,"chapel hill"
"3271",2015-08-16,"burglary","home of victim - single family",2015,35.91553023,-79.05559485,8,16,37135011400,"chapel hill"
"3272",2016-04-20,"theft(including auto)","all other",2016,35.9397583,-79.05496216,4,20,37135011900,"chapel hill"
"3273",2013-06-01,"burglary","home of victim - single family",2013,35.94369947,-79.02598957,6,1,37135011900,"chapel hill"
"3274",2014-05-01,"theft(including auto)","other residence - other dwelling",2014,35.91803312,-79.05302144,5,1,37135011400,"chapel hill"
"3275",2012-01-26,"burglary","school/college",2012,35.96062746,-79.02856645,1,26,37135011201,"chapel hill"
"3276",2015-10-31,"burglary","home of victim - other dwelling",2015,35.91961947,-79.06335472,10,31,37135011300,"chapel hill"
"3277",2015-10-24,"burglary","home of victim - single family",2015,35.94889633,-79.03373211,10,24,37135011900,"chapel hill"
"3278",2013-06-03,"theft(including auto)","parking lot/area",2013,35.94125645,-79.00273283,6,3,37063002018,"chapel hill"
"3279",2015-12-09,"burglary","home of victim - other dwelling",2015,35.9507176,-79.06216213,12,9,37135011800,"chapel hill"
"3280",2016-06-30,"theft(including auto)","pharmacy",2016,35.91425874,-79.05482185,6,30,37135011400,"chapel hill"
"3281",2016-11-18,"burglary","enclosed parking/deck",2016,35.93288306,-79.0272017,11,18,37135012100,"chapel hill"
"3282",2016-02-27,"burglary","home of victim - single family",2016,35.95774246,-79.017682,2,27,37135011201,"chapel hill"
"3283",2012-11-15,"burglary","home of victim - single family",2012,35.90721336,-79.01963769,11,15,37135012100,"chapel hill"
"3284",2010-10-28,"theft(including auto)","bar/nightclub/lounge",2010,35.91398857,-79.05427873,10,28,37135011400,"chapel hill"
"3285",2013-05-24,"theft(including auto)","restaurant",2013,35.92475626,-79.05331414,5,24,37135011400,"chapel hill"
"3286",2011-09-17,"burglary","parking lot/area",2011,35.9653576,-79.04717008,9,17,37135011201,"chapel hill"
"3287",2013-01-29,"theft(including auto)","grocery/supermarket",2013,35.96218656,-79.05479277,1,29,37135011900,"chapel hill"
"3288",2010-08-27,"theft(including auto)","highway/road/street  etc.",2010,35.91193119,-79.0607145,8,27,37135011700,"chapel hill"
"3289",2011-10-02,"theft(including auto)","church/synagogue/temple",2011,35.91331368,-79.05346274,10,2,37135011600,"chapel hill"
"3290",2011-10-29,"theft(including auto)","convenience store",2011,35.91316473,-79.05525024,10,29,37135011600,"chapel hill"
"3291",2014-05-22,"burglary","construction site",2014,35.91803312,-79.05302144,5,22,37135011400,"chapel hill"
"3292",2013-01-23,"theft(including auto)","bar/nightclub/lounge",2013,35.91462735,-79.05287687,1,23,37135011400,"chapel hill"
"3293",2013-10-07,"burglary","other retail establishment",2013,35.93581755,-79.02242138,10,7,37135012100,"chapel hill"
"3294",2010-06-29,"burglary","home of victim - single family",2010,35.9306104,-79.01314268,6,29,37135012100,"chapel hill"
"3295",2014-01-21,"burglary","home of victim - other dwelling",2014,35.91875877,-79.05902311,1,21,37135011300,"chapel hill"
"3296",2011-05-15,"burglary","parking lot/area",2011,35.91058378,-79.05569953,5,15,37135011700,"chapel hill"
"3297",2012-12-29,"theft(including auto)","other retail establishment",2012,35.88430218,-79.06675825,12,29,37135012200,"chapel hill"
"3298",2012-12-28,"burglary","home of victim - single family",2012,35.91443975,-79.02719433,12,28,37135011500,"chapel hill"
"3299",2010-01-29,"theft(including auto)","church/synagogue/temple",2010,35.89100514,-79.06267088,1,29,37135012200,"chapel hill"
"3300",2014-03-07,"theft(including auto)","other retail establishment",2014,35.91030634,-79.06384104,3,7,37135011700,"chapel hill"
"3301",2014-02-26,"theft(including auto)","pharmacy",2014,35.91425874,-79.05482185,2,26,37135011400,"chapel hill"
"3302",2014-01-08,"theft(including auto)","parking lot/area",2014,35.92079513,-79.05566439,1,8,37135011400,"chapel hill"
"3303",2014-01-05,"theft(including auto)","other retail establishment",2014,35.91310762,-79.05542354,1,5,37135011600,"chapel hill"
"3304",2014-12-02,"theft(including auto)","highway/road/street  etc.",2014,35.91876146,-79.04717399,12,2,37135011400,"chapel hill"
"3305",2013-08-25,"theft(including auto)","hotel/motel",2013,35.93886381,-79.01974638,8,25,37135012100,"chapel hill"
"3306",2016-10-24,"theft(including auto)","home of victim - single family",2016,35.95308719,-79.09966778,10,24,37135011202,"chapel hill"
"3307",2016-10-24,"theft(including auto)","home of victim - single family",2016,35.95647683,-79.06579663,10,24,37135011201,"chapel hill"
"3308",2013-09-22,"theft(including auto)","other residence - single family dwelling",2013,35.91257695,-79.06286955,9,22,37135011300,"chapel hill"
"3309",2010-03-23,"theft(including auto)","restaurant",2010,35.91379605,-79.05477554,3,23,37135011400,"chapel hill"
"3310",2010-07-02,"aggravated assault","highway/road/street  etc.",2010,35.91318866,-79.054895,7,2,37135011600,"chapel hill"
